Name,Seller,Condition,Price,Shipping Cost,Shipping Country,Free Return,Last Item,Best Seller,Buy Now,Generation
Apple iPhone SE 3. generacji 64GB Midnight (odblokowany / A2595 ) MMX53LL / A 100% batt,  prywatny,Używany ,"998,89 ","111,04", Stany Zjednoczone,False,False,False,False,se
"Apple iPhone 6s, 128GB srebrny kolor, *WiFi działa, ale dalej NIEPRZETESTOWANY * w pudełku",  prywatny,Tylko na części ,"99,95 ","78,21", Wielka Brytania,False,False,False,False,"6s,"
Apple iPhone 11 64GB czarny odblokowany A2111 ładny stan,  prywatny,Używany ,"799,10 ","126,62", Stany Zjednoczone,False,False,False,False,11
Apple iPhone XR - 64GB - Czarny - DOSKONAŁY STAN - BEZ ZADRAPAŃ - BEZ WGNIECEŃ,  prywatny,Używany ,"147,84 ","144,84", Stany Zjednoczone,False,False,False,False,xr
Apple iPhone 7 128GB JET czarny odblokowany stan bardzo dobry - PRZECZYTAJ OPIS,  firma,Używany ,"274,87 ","149,93", Wielka Brytania,False,False,False,False,7
Nowy! Smartfon Apple IPHONE 7 Plus 32GB 128GB czarny srebrny złoty gwarancja Włochy,  firma,Fabrycznie nowy ,"838,60  do 964,49 ","68,39", Włochy,False,False,True,False,7
W pełni działający oryginalny Apple iphone 1. 2. 3. generacji 2G 3G 3GS 4/8/16/32 Odblokowany,  firma,Używany ,"179,81  do 635,32 ",Bezpłatna wysyłka za granicę, Chiny,False,False,True,False,1.
Apple iPhone 6s - 32GB - gwiezdna szarość (odblokowany) A1688 (CDMA + GSM),  firma,Używany ,"75,92 ","139,77", Stany Zjednoczone,False,False,False,False,6s
Apple iPhone 15 Plus - 256GB - zielony (AT&T) PRZECZYTAJ OPIS,  prywatny,Tylko na części ,"2 597,21 ","209,33", Stany Zjednoczone,False,False,False,False,15
Apple iPhone XS 64GB srebrny A1920 (odblokowany) iOS 12,  prywatny,Używany ,"1 198,71 ","135,21", Stany Zjednoczone,False,False,False,False,xs
Apple iPhone 11 256gb (odblokowany) - fioletowy,  prywatny,Używany ,"998,89 ","111,04", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 15 Pro - 128GB - tytanowy czarny (bez simlocka) *nowy*oryginalne opakowanie*dealer*,  firma,Fabrycznie nowy ,"4 343,98 ","62,36", Niemcy,False,False,False,False,15
Apple iPhone 7 - 32GB - biały - bez simlocka,  prywatny,Używany ,"210,75 ","62,32", Niemcy,False,False,False,False,7
"Apple iPhone 7 - Pour pièces - Wifi/Bluetooth HS, tâche écran, fissure lentille",  firma,Tylko na części ,"258,02 ","77,42", Francja,False,False,False,False,7
Apple iPhone 13 - 128GB - różowy (NA CZĘŚCI) (ZABLOKOWANY) (CZYTAJ),  prywatny,Tylko na części ,"799,14 ","129,14", Stany Zjednoczone,False,False,False,False,13
Zestaw 32 vintage telefonów smartfony moto iphone ipod różne modele na części,  prywatny,Tylko na części ,"219,76 ","251,21", Stany Zjednoczone,False,False,False,False,ipod
Apple iPhone 12 - 64GB - czarny (AT&T) A2172,  firma,Używany ,"795,14 ","137,01", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 - 64GB - czarny (odblokowany) A2221 (CDMA + GSM) - UŻYWANY. (YK134),  firma,Używany ,"844,60 ","78,46", Wielka Brytania,False,False,False,False,11
Apple iPhone 11 A2111 64GB odblokowany w dobrym stanie sprawdź IMEI,  firma,Używany ,"539,26 ","96,10", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 13 Mini 128gb AT@T Sprint TMobile Odblokowany Verizon,  prywatny,Używany ,"1 598,28 ","165,86", Stany Zjednoczone,False,False,False,False,13
Apple iPhone SE - 16 GB - gwiezdna szarość - działa iOS 12 - przeczytaj opis,  prywatny,Używany ,"79,91 ","129,06", Stany Zjednoczone,False,False,False,False,se
Nuovo Apple iPhone SE 2a generazione (2020) 64GB 128GB Nero Bianco Rosso ⚡ IOS ⚡,  firma,Fabrycznie nowy ,"1 010,73  do 1 161,26 ","34,36", Szwajcaria,False,False,False,False,se
📱iPhone 11 64GB Czarny | W dobrym stanie. | Face ID nie działa | Odblokowany | Dodatki 🎁,  prywatny,Używany ,"203,78 ","85,19", Stany Zjednoczone,False,False,False,False,
Apple iPhone X - 64GB - iOS 15 - JAILBROKEN - Srebrny - (Odblokowany) NOWY EKRAN,  prywatny,Używany ,"1 074,84 ","113,52", Stany Zjednoczone,False,False,False,False,x
Apple iPhone 12 mini produkt czerwony 64GB odblokowany - doskonały stan,  prywatny,Używany ,"838,70 ","105,85", Stany Zjednoczone,False,False,False,False,12
Apple iPhone SE 3. generacji 64GB odblokowany smartfon 5G (produkt) czerwony otwarte pudełko,  prywatny,Używany ,"879,01 ","142,49", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 12 64GB bez ograniczeń SIM świetny stan,  prywatny,Używany ,"679,23 ","100,65", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 5 ND663DN/A - 64GB - srebrny - etui ochronne Mumbi - Titop,  firma,Używany ,"182,40 ","94,62", Niemcy,False,False,False,False,5
Apple iPhone 12 Mini 256GB zielony - odblokowany AT&T T-Mobile Verizon GSM 7583033,  firma,Używany ,"859,08 ","106,49", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 7 - 2 za 1 !!!,  prywatny,Używany ,"199,79 ","145,00", Stany Zjednoczone,False,False,False,False,7
Apple iPhone 12 Pro A2341 256GB srebrna sieć odblokowana świetny stan (używany),  prywatny,Używany ,"2 017,83 ","183,32", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 3GS 32gb Nero Black con scatola originale,  prywatny,Tylko na części ,"266,66 ","81,72", Włochy,False,True,False,True,3gs
Apple iPhone 12 (niebieski) - 64GB - Odblokowany W PEŁNI DZIAŁAJĄCY 86% stanu baterii,  firma,Używany ,"1 074,49 ","111,40", Wielka Brytania,False,False,False,False,12
Apple iPhone XS - 256GB - kosmiczna szarość model A1920 CDMA GSM,  prywatny,Używany ,"659,25 ","155,63", Stany Zjednoczone,False,False,False,False,xs
AAA+++ SMARTPHONE APPLE IPHONE 5 5C 16GB 32GB OTTIME CONDIZIONI GARANZIA IT,  firma,Odnowiony ,"300,64 ","68,39", Włochy,False,False,True,False,5
Apple iPhone SE (2022) - 64GB - Midnight (Odblokowany),  prywatny,Nowy (inny) ,"879,01 ","107,12", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 11 - 64gb zielony ODBLOKOWANY z oryginalnym pudełkiem A2221,  prywatny,Używany ,"1 124,47 ","135,59", Wielka Brytania,False,False,False,False,11
Apple iPhone 14 256GB czerwony - odblokowany AT&T T-Mobile Verizon GSM 7578295,  firma,Używany ,"1 838,02 ","138,29", Stany Zjednoczone,False,False,False,False,14
Apple iPhone 12 Pro 512GB fabrycznie odblokowany złoty dobry stan,  firma,Używany ,"1 558,32 ","183,56", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 12 mini - 64GB - Produkt czerwony / blokada iCloud! Zamknięty!,  firma,Tylko na części ,"425,80 ","77,37", Niemcy,False,False,True,False,12
Oryginalny odblokowany Apple iPhone 5 5C 8/16/32GB 5 kolorów używany telefon działa dobrze,  firma,Używany ,"103,21  do 142,53 ","39,32", Chiny,False,False,False,False,5
"AT&T ODBLOKOWANY CZARNY iPhone 11, 64GB MH8D3LL/A",  prywatny,Używany ,"679,23 ","140,61", Stany Zjednoczone,False,False,False,False,"11,"
Apple iPhone XR - 64GB- A1984 czarny (odblokowany),  firma,Używany ,"395,57 ","133,78", Stany Zjednoczone,False,False,False,False,xr
Apple iPhone 5 - 16GB - srebrny (Odblokowany),  prywatny,Używany ,"31,93 ","127,34", Stany Zjednoczone,False,False,False,False,5
Apple iPhone 11 Pro - 128GB - Matowe złoto (NA CZĘŚCI) (ZABLOKOWANY) (CZYTAJ),  prywatny,Tylko na części ,"299,68 ","120,23", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 11 ( A2221 ) - 64GB - zielony - bez simlocka / z VAT,  firma,Używany ,"1 156,96 ","64,51", Niemcy,False,False,False,False,11
"UŻYWANY W PEŁNI FUNKCJONALNY GSM ODBLOKOWANY CZARNY iPhone 11, 64GB A2111 MH8D3LL / A 17.4.1",  firma,Używany ,"898,99 ","121,99", Stany Zjednoczone,False,False,False,False,"11,"
Apple iPhone 7 A1778 - Jet Black uszkodzony na części,  prywatny,Tylko na części ,"94,90 ","52,62", Wielka Brytania,False,False,False,False,7
Apple iPhone 12 mini - 64GB - biały (Verizon) (Dual SIM),  prywatny,Używany ,"755,19 ","161,07", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 4s - 64GB - czarny (Vodafone)A1387 (CDMA + GSM),  prywatny,Używany ,"124,94 ","70,57", Wielka Brytania,False,False,False,False,4s
99% N ew Apple iphone 6S -64GB -srebrny odblokowany smartfon 4G,  firma,Używany ,"459,51 ",Bezpłatna wysyłka za granicę, Chiny,False,False,True,False,6s
Apple iPhone 128GB AT&T różowe złoto nieprzetestowane,  prywatny,Nowy (inny) ,"39,92 ","140,51", Stany Zjednoczone,False,False,False,False,128gb
"Apple iPhone 6 A1549 16GB Dobry wyświetlacz LCD *ACCT LOCK * W zestawie pudełko, pamplety i tabliczka",  prywatny,Tylko na części ,"195,79 ","136,29", Stany Zjednoczone,False,False,False,False,6
Apple iPhone 14 Pro - 512GB - głęboki fiolet (odblokowany),  prywatny,Używany ,"2 916,86 ","231,31", Stany Zjednoczone,False,False,False,False,14
Apple iPhone 13 Pro Max - 128GB - grafitowy (odblokowany) Doskonały stan,  prywatny,Używany ,"2 277,55 ","152,60", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 5s - 16GB - złoty (odblokowany) A1457,  prywatny,Używany ,"159,83 ",Bezpłatna wysyłka za granicę, Litwa,False,False,False,False,5s
Apple iPhone 11 - 64GB - biały (odblokowany) (Dual SIM),  firma,Używany ,"879,05 ","165,06", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 8 64GB gwiezdna szarość - doskonały stan - od sprzedawcy z fakturą,  firma,Używany ,"408,16 ","59,78", Niemcy,False,False,True,False,8
Apple iPhone 5 A1429 biało-srebrny zestaw 5x niesprawdzony na części Przeczytaj opis,  prywatny,Tylko na części ,"149,88 ","59,07", Wielka Brytania,False,False,False,False,5
Apple iPhone 13 Pro - 128GB Business class garanzia 12 mesi,  prywatny,Odnowiony ,"2 705,31 ","86,02", Włochy,False,False,False,False,13
Apple iPhone 6 Plus 16GB Silver/Space Grey - Ireland Vodafone,  prywatny,Używany ,"128,99 ","85,59", Malta,False,False,False,False,6
Apple iPhone 15 Pro - 128GB - Naturalny tytan (odblokowany) - SZYBKI🚚💨,  firma,Używany ,"3 548,26 ","173,27", Wielka Brytania,False,False,False,False,15
Apple iPhone 11 - 64GB - Czarny (odblokowany) A2221 (CDMA + GSM) PRZECZYTAJ OPIS.,  firma,Tylko na części ,"624,70 ","70,87", Wielka Brytania,False,False,False,False,11
Apple iPhone 14 A2649 128GB AT&T dobry stan czysty IMEI,  firma,Używany ,"1 598,24 ","120,79", Stany Zjednoczone,False,False,False,False,14
Apple iPhone 4 8gb A1332 Bianco White 246,  firma,Używany ,"103,22 ","85,98", Włochy,False,False,True,False,4
Apple iPhone XS 64GB 256GB Odblokowany krykiet Verizon At&t T-Mobile Darmowy zwrot,  firma,Używany ,"683,26  do 835,10 ","92,06", Stany Zjednoczone,False,False,True,False,xs
Apple iPhone SE A1662 - 16 GB - gwiezdna szarość (odblokowany),  firma,Używany ,"75,92 ","139,77", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 11 Pro Max 512GB czarny - odblokowany AT&T T-Mobile Verizon 7582930,  firma,Używany ,"1 338,56 ","122,07", Stany Zjednoczone,False,False,False,False,11
iPhone 12 - 64GB - C Spire - Czarny (Przeczytaj opis) BP6,  firma,Używany ,"479,48 ","111,92", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 12 - 256GB - niebieski (odblokowany),  prywatny,Używany ,"613,34 ","166,10", Stany Zjednoczone,False,False,False,False,12
Apple iPhone SE - 64GB - Różowe złoto (odblokowany) - Stan dobry,  firma,Używany ,"199,90 ","149,93", Wielka Brytania,False,False,False,False,se
Apple iPhone 12 64GB 128GB Odblokowany Verizon Tracfone AT&T T-Mobile Clean ESN,  firma,Używany ,"815,12  do 1 250,65 ","105,05", Stany Zjednoczone,False,False,True,False,12
Apple iPhone 12 A2172 128GB odblokowany w dobrym stanie sprawdź IMEI,  firma,Używany ,"950,82 ","99,73", Stany Zjednoczone,False,False,False,False,12
Apple iPhone SE 3. generacji 2022 64GB A2595 5G (tylko prosta rozmowa) - bardzo dobry,  firma,Odnowiony ,"519,40 ","88,94", Stany Zjednoczone,False,False,True,False,se
Apple iPhone 4s - 32GB - czarno-biały (odblokowany) A1387 (CDMA + GSM) IOS6 zapieczętowany,  firma,Nowy (inny) ,"151,84 ","35,96", Chiny,False,False,True,False,4s
Apple iPhone XR 64GB biały,  firma,Odnowiony ,"769,87 ","64,51", Niemcy,False,False,True,False,xr
Apple iPhone 11 256GB fioletowy odblokowany dobry stan 90% stanu baterii,  firma,Używany ,"999,47 ","74,91", Wielka Brytania,False,False,False,False,11
Oryginalny kabel Apple typu C / USB C do Lightning nieużywany......,  prywatny,Używany ,"324,85 ","68,52", Wielka Brytania,False,False,False,False,
Apple iPhone 5s - 32GB - czarno-szary (odblokowany) A1457,  prywatny,Używany ,"179,81 ",Bezpłatna wysyłka za granicę, Litwa,False,False,False,False,5s
Apple iPhone 13 (PRODUKT) CZERWONY 128GB T-Komórka komórkowa Smartphone,  prywatny,Używany ,"1 598,00 ","173,45", Stany Zjednoczone,False,False,False,False,13
"Lot de 3 téléphones Iphone 8 , Galaxy A50 et Galaxy s8 +",  firma,Używany ,"473,11 ","107,52", Francja,False,False,False,False,8
CZYTAJ Apple iPhone 8 Odblokowany 64GB Czarny MQ7X2LL/A A1863 GSM CDMA 4.7,  prywatny,Tylko na części ,"279,62 ","134,93", Stany Zjednoczone,False,False,True,False,8
"BARDZO ŁADNY, GSM ODBLOKOWANY 64GB iPhone SE 3. GENERACJI 2022 A2595 MMX53LL/A iOS 17.0.3",  firma,Używany ,"779,12 ","127,82", Stany Zjednoczone,False,False,False,False,se
Apple iPhone XR - 64GB - czarny (odblokowany) A2105 (GSM) - używany (YK003),  firma,Używany ,"644,69 ","71,57", Wielka Brytania,False,False,False,False,xr
Apple iPhone 12 128gb odblokowany,  firma,Używany ,"1 037,01 ","104,12", Wielka Brytania,True,False,False,False,12
Apple iPhone 12 mini 64GB czarny odblokowany w dobrym stanie,  firma,Używany ,"759,14 ","93,50", Stany Zjednoczone,False,True,True,True,12
Apple iPhone 11 - 64GB - czarny (odblokowany) ***PRZECZYTAJ***,  firma,Używany ,"599,36 ","132,82", Stany Zjednoczone,False,False,False,False,11
Apple iPhone XR - 64GB- A1984 czarny (odblokowany),  firma,Używany ,"395,57 ","133,78", Stany Zjednoczone,False,False,False,False,xr
Apple iPhone 6S 16GB złoty odblokowany DOBRY STAN KLASA B 676,  firma,Używany ,"184,86 ","149,88", Wielka Brytania,False,False,False,False,6s
iPhone 13 - 128GB - czarny - AT&T - (Przeczytaj opis) Bm2,  firma,Używany ,"1 098,82 ","141,77", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 11 128GB fioletowy AT&T - w dobrym stanie,  firma,Używany ,"679,23 ","90,90", Stany Zjednoczone,False,False,True,False,11
Apple iPhone 13 Pro Max 128/256/512GB/1 TB Odblokowany Dobry stan,  firma,Odnowiony ,"1 874,07 ","126,89", Wielka Brytania,False,False,False,False,13
Apple iPhone XS - 256GB biały - przeczytaj opis,  prywatny,Nowy (inny) ,"938,99 ","133,42", Stany Zjednoczone,False,False,False,False,xs
📱 Apple iPhone 5 16GB - Odblokowany czarno-biały smartfon klasa A stan 📱,  firma,Używany ,"122,87 ","39,32", Chiny,False,False,True,False,5
Apple iPhone 7 - 128GB - różowe złoto A1778 (GSM),  firma,Tylko na części ,"184,91 ","55,72", Wielka Brytania,False,False,False,False,7
Apple iPhone 12 Pro 256GB Seafoam Rzadki zielony Odblokowany AT & T-Mobile DODATKI!!,  prywatny,Używany ,"1 473,93 ","161,83", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 6 - 16GB - gwiezdna szarość (odblokowany) A1549 (CDMA + GSM),  prywatny,Tylko na części ,"147,44 ","154,57", Stany Zjednoczone,False,False,False,False,6
Apple IPHONE 12 256GB niebieski jak nowy Super Grado A z gwarancją 12 miesięcy,  firma,Nowy (inny) ,"1 673,08 ","47,31", Włochy,True,False,True,False,12
Apple iPhone XS 64GB kosmiczna szarość - dobry stan,  prywatny,Używany ,"683,85 ","62,32", Niemcy,False,False,False,False,xs
Apple iPhone 6 - 16GB - gwiezdna szarość (bez simlocka) A1586 (CDMA + GSM),  prywatny,Używany ,"225,80 ","68,82", Niemcy,False,False,False,False,6
Apple iPhone 11 Pro | 256GB | gwiezdna szarość | odblokowany | ACC,  prywatny,Używany ,"1 158,63 ","106,49", Stany Zjednoczone,False,False,False,False,11
iphone 14 128gb odblokowany,  firma,Używany ,"1 999,00 ","148,23", Wielka Brytania,False,False,False,False,14
Apple iPhone SE - 32GB - gwiezdna szarość (odblokowany) A1723 *uszkodzony*,  prywatny,Tylko na części ,"99,90 ","75,26", Wielka Brytania,False,False,False,False,se
Apple iPhone 1. generacji - 8GB - czarny A1203 - BEZ ZASILANIA - (C1:4),  firma,Tylko na części ,"147,20 ","145,33", Stany Zjednoczone,False,False,False,False,1.
Apple iPhone 5C 16GB żółty żółty nowy w wymiennym opakowaniu Apple,  firma,Fabrycznie nowy ,"430,05 ","64,51", Niemcy,False,False,True,False,5c
Apple iPhone 12 Pro 256GB czarny - odblokowany AT&T T-Mobile Verizon GSM 7581731,  firma,Nowy (inny) ,"1 638,24 ","131,82", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 6s - 32GB - gwiezdna szarość (odblokowany) A1688 (CDMA + GSM),  firma,Używany ,"75,92 ","139,77", Stany Zjednoczone,False,False,False,False,6s
Sztuka! Rzadki pierwszej generacji Iphone Specimen Art Box Rama Specyfikacja A3,  prywatny,Używany ,"1 118,80 ","79,91", Japonia,True,False,False,False,specimen
Apple iPhone 11 - 64GB - czarny (odblokowany) A2111 (CDMA + GSM),  prywatny,Używany ,"759,18 ","103,25", Stany Zjednoczone,False,False,False,False,11
iPhone 12 Pro Max -CZARNY - BEZ WŁĄCZANIA ZASILANIA - OPERATOR NIEZNANY - JAK JEST - **TYLKO CZĘŚCI*,  prywatny,Tylko na części ,"235,75 ","117,71", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 13- 128GB-A2482 -Zablokowany- Tylko dla XFINITY MOBILE,  firma,Używany ,"1 258,45 ","159,63", Stany Zjednoczone,False,False,False,False,13-
✔️ Apple iPhone 11 - 64GB - CZERWONY (FABRYCZNIE ODBLOKOWANY) ODBLOKOWANY DLA WSZYSTKICH OPERATORÓW,  firma,Używany ,"915,02 ","132,94", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 13 - 256GB - Niebieski - ( PRZECZYTAJ!!! ) JAK JEST!,  prywatny,Tylko na części ,"954,97 ","124,31", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 11 - 64GB czarny (w pełni odblokowany) - doskonały stan,  prywatny,Używany ,"982,42 ","184,80", Stany Zjednoczone,False,False,False,False,11
Dobry - Apple iPhone 13 128GB - Midnight (TYLKO AT&T - CAN'T UNLOCK) Darmowa wysyłka,  firma,Używany ,"1 218,65 ","108,44", Stany Zjednoczone,False,False,False,False,13
iphone x 64gb silver white perfect condition,  prywatny,Używany ,"800,00 ",0, Polska,False,False,False,False,x
Średnio płaskie pudełko iPhone'a Samsung Screns nowe używane zepsute,  firma,Tylko na części ,"176,93 ","95,79", Stany Zjednoczone,False,False,False,False,
"Iphone 6S 64Gb White Silver "" very good""",  firma,Używany ,"387,09 ","141,93", Belgia,False,True,False,True,6s
"APPLE IPHONE 5, 16GB AT&T",  prywatny,Używany ,"39,92 ","127,68", Stany Zjednoczone,False,False,False,False,"5,"
"Odblokowany Apple iPhone 13 Pro 6.1"" XDR OLED 128GB 12MP NFC GPS 5G 4G grafit",  firma,Używany ,"1 738,09 ","135,05", Stany Zjednoczone,False,False,True,False,13
Apple iPhone 6s Plus - 32GB - Oro - iOS 15.3.1,  prywatny,Używany ,"351,69 ","86,02", Włochy,False,False,False,False,6s
Apple iPhone 15 Pro Max 512GB tytan biały (bez simlocka) natychmiast nowy i oryginalne opakowanie,  firma,Fabrycznie nowy ,"6 447,16 ","150,10", Niemcy,True,True,False,True,15
Apple iPhone 6s - 16GB - srebrny (O2) Doskonały stan biustonosz 100%,  firma,Używany ,"269,37 ","77,41", Wielka Brytania,False,False,False,False,6s
Apple iPhone 11 - 64GB 128GB - fabrycznie odblokowany - stan idealny,  firma,Używany ,"723,22 ","102,09", Stany Zjednoczone,False,False,True,False,11
Apple iPhone 12 mini A2176 odblokowany 64GB biały C,  firma,Używany ,"759,14 ","89,78", Stany Zjednoczone,False,False,True,False,12
Apple iPhone XS - 512GB - srebrny BEZ FACE ID FABRYCZNIE ODBLOKOWANY GSM Gwarancja Globalna,  firma,Nowy (inny) ,"758,98 ","103,25", Stany Zjednoczone,False,False,False,False,xs
Apple iPhone 7 - 128GB - czarny (AT&T) A1778 (GSM),  prywatny,Używany ,"159,83 ","107,64", Stany Zjednoczone,False,False,False,False,7
Apple iPhone 12 - 64GB - czarny (AT&T) A2172,  firma,Używany ,"795,14 ","137,01", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 12 - 128GB - niebieski (bez simlocka) ✔️Zapieczętowany ✔️Garanzia 24 MESI,  firma,Fabrycznie nowy ,"2 064,47 ","34,36", Szwajcaria,True,False,False,False,12
NUOVO! APPLE IPHONE XR 64GB 128GB IOS ORIGINALE TUTTI COLORI LTE GARANZIA ITALIA,  firma,Fabrycznie nowy ,"1 375,88 ","68,39", Włochy,False,False,True,False,xr
"Apple iPhone 11 - 64GB - biały (odblokowany), fabrycznie nowy, 100% stanu baterii.",  firma,Fabrycznie nowy ,"1 444,31 ","74,96", Wielka Brytania,False,False,False,False,11
Apple iPhone 6 16gb złoty (odblokowany),  prywatny,Używany ,"3,96 ","131,17", Stany Zjednoczone,False,False,False,False,6
Apple iPhone 12 64GB niebieski AT&T doskonały stan,  firma,Używany ,"918,97 ","98,69", Stany Zjednoczone,False,True,True,True,12
**Empty Box** For iPhone 6 Space Gray 16GB BOX ONLY ***box Only****,  prywatny,Tylko na części ,"98,25 ","122,67", Stany Zjednoczone,False,False,False,False,6
Apple iPhone 8 - 64GB - gwiezdna szarość (odblokowany) A1863 GSM - Przeczytaj opis,  prywatny,Używany ,"76,72 ","151,62", Stany Zjednoczone,False,False,False,False,8
Apple iPhone SE biały 64GB A2275 LTE GSM CDMA odblokowany biały,  prywatny,Używany ,"85,91 ","142,33", Stany Zjednoczone,False,False,False,False,se
iPhone 7 A1778 CZARNY NIEZNANY OPERATOR NA CZĘŚCI TYLKO NIE DZIAŁA,  prywatny,Tylko na części ,"100,75 ","139,77", Stany Zjednoczone,False,False,False,False,7
Apple iPhone 11 Pro Max - 64GB space grey (w pełni odblokowany) - stan bardzo dobry,  firma,Używany ,"1 278,38 ","110,40", Stany Zjednoczone,False,False,True,False,11
iPhone 12 - ATT - 64GB - czarny - uczciwy,  firma,Używany ,"803,14 ","94,94", Stany Zjednoczone,False,True,True,True,12
iPhone 3G 16GB czarny oryginalny stan bez simlocka bez pęknięcia Apple iOS 4.2.1,  firma,Używany ,"554,83 ","102,79", Niemcy,False,False,False,False,3g
Smartfon Apple iPhone 8 złoty 64gb (bez simlocka),  firma,Używany ,"344,03 ","85,98", Niemcy,False,False,False,False,8
(4) Partia APPLE IPHONE 6S A1633 Tylko części Przeczytaj opis,  firma,Tylko na części ,"195,79 ","92,54", Stany Zjednoczone,False,False,False,False,6s
Apple iPhone 15 Pro - 128GB - naturalny tytan (odblokowany),  firma,Używany ,"3 698,19 ","178,47", Wielka Brytania,False,False,False,False,15
Apple iPhone 11 Pro | 256GB | Odblokowany | ACC,  prywatny,Używany ,"1 170,70 ","106,88", Stany Zjednoczone,False,False,False,False,11
Apple iPhone SE 2016 Ostatnie sztuki - 9 sztuk - [CZĘŚCIOWO USZKODZONY] - PRZECZYTAJ OPIS!,  firma,Tylko na części ,"387,04 ","77,42", Niemcy,False,False,False,False,se
Smartfon Apple iPhone Xs 256GB space grey iOS sprawdzony towar używany,  firma,Odnowiony ,"1 118,21 ","38,67", Niemcy,True,False,True,False,xs
Apple iPhone 11 - 64 128 256GB - czarny czerwony biały fioletowy - 100% bateria,  firma,Używany ,"1 096,53  do 1 182,55 ","73,12", Niemcy,False,False,False,False,11
Apple iPhone 12 - 64GB - niebieski - odblokowany - klasa B - zobacz opis,  prywatny,Używany ,"954,97 ","99,85", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 15 Pro - 128GB - naturalny tytan (odblokowany),  firma,Używany ,"3 698,19 ","178,47", Wielka Brytania,False,False,False,False,15
Apple iPhone 5s - 32GB - czarno-szary (odblokowany) A1457,  prywatny,Używany ,"179,81 ",Bezpłatna wysyłka za granicę, Litwa,False,False,False,False,5s
Apple iPhone 12 Pro 512GB czarny - odblokowany AT&T T-Mobile Verizon GSM 7583008,  firma,Używany ,"1 438,45 ","125,31", Stany Zjednoczone,False,False,False,False,12
iPhone 12 - odblokowany (CDMA + GSM) - 64GB - czarny - prawie idealny,  firma,Używany ,"1 026,90 ","102,21", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 - 128GB - czarny (odblokowany - wszystkie sieci) *Wszystkie oryginalne* (47),  prywatny,Używany ,"839,06 ","105,85", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 12 Mini czarny TYLKO CZĘŚCI,  prywatny,Tylko na części ,"579,38 ","126,62", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 13 Pro - 128GB - srebrny (T-Mobile),  prywatny,Nowy (inny) ,"2 017,83 ","144,16", Stany Zjednoczone,False,False,False,False,13
NUOVO! APPLE IPHONE SE2022 SE 2022 64GB 128GB 256GB NERO BIANCO ROSSO GAR ITALIA,  firma,Fabrycznie nowy ,"1 892,00  do 2 150,06 ","68,39", Włochy,False,False,True,False,se2022
Apple iPhone 12 128GB biały odblokowany w dobrym stanie,  firma,Używany ,"1 038,84 ","102,61", Stany Zjednoczone,False,True,True,True,12
Apple iPhone XR 64GB - czarny |PG1917-126810| #Akceptowalny,  firma,Używany ,"524,29 ","86,02", Niemcy,True,False,False,False,xr
Apple iPhone 12 - 256GB czarny odblokowany - ACC | Zobacz opis,  prywatny,Używany ,"1 118,76 ","114,92", Stany Zjednoczone,False,False,False,False,12
iPhone 11 - MetroPCS - 64GB - Czarny - Doskonały,  firma,Odnowiony ,"759,18 ","93,50", Stany Zjednoczone,False,False,True,False,11
Odblokowany Apple iPhone SE 2022 3. generacji MMX53LL / A czarny 64GB świetny kształt!,  prywatny,Używany ,"439,53 ","127,22", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 12 Mini - odblokowany - 64GB - niebieski - A2176 - w dobrym stanie,  prywatny,Używany ,"859,04 ","93,06", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 7 - 128GB - czarny (AT&T) A1778 (GSM),  prywatny,Używany ,"159,83 ","107,64", Stany Zjednoczone,False,False,False,False,7
Apple iPhone 11 - 64GB - zielony (odblokowany) (Dual SIM),  prywatny,Używany ,"699,25 ","148,04", Stany Zjednoczone,False,False,False,False,11
iphone 11 128gb Biały,  prywatny,Używany ,"1 500,00 ","20,00", Polska,False,False,False,False,11
